X,Y,Z
454507.66,6504886.33,0.149999999999999
454508.04,6504884.74,0.270000000000003
454508.24,6504883.92,0.219999999999999
454508.64,6504882.3,0.119999999999997
454509.04,6504880.68,0.119999999999997
454509.23,6504879.89,0.170000000000002
454509.63,6504878.27,0.189999999999998
454509.83,6504877.46,0.0700000000000003
454510.22,6504875.82,0.0899999999999963
454510.42,6504875.0,0.0300000000000011
454500.09,6504922.01,0.159999999999997
454500.3,6504921.14,0.0700000000000003
454500.5,6504920.35,0.0899999999999963
454500.69,6504919.57,0.0300000000000011
454500.9,6504918.72,0.119999999999997
454501.08,6504917.97,0.0799999999999983
454501.29,6504917.13,0.219999999999999
454501.48,6504916.33,0.189999999999998
454501.67,6504915.57,0.109999999999999
454501.88,6504914.72,0.130000000000003
454502.06,6504913.96,0.0799999999999983
454502.26,6504913.16,0.189999999999998
454502.46,6504912.34,0.219999999999999
454503.24,6504909.13,0.0300000000000011
454503.45,6504908.29,0.0600000000000023
454503.63,6504907.53,0.109999999999999
454503.83,6504906.73,0.140000000000001
454504.04,6504905.87,0.0499999999999972
454504.44,6504904.23,0.0200000000000031
454504.63,6504903.44,0.0700000000000003
454504.83,6504902.64,0.109999999999999
454505.22,6504901.05,0.140000000000001
454505.42,6504900.23,0.0799999999999983
454506.21,6504897.0,-0.00999999999999801
454506.41,6504896.19,0.130000000000003
454506.8,6504894.59,0.0499999999999972
454507.2,6504892.95,0.0499999999999972
454507.4,6504892.14,0.0700000000000003
454507.6,6504891.33,0.170000000000002
454508.19,6504888.93,0.18
454509.17,6504884.89,0.119999999999997
454509.36,6504884.11,0.100000000000001
454509.77,6504882.46,0.0399999999999991
454509.95,6504881.69,0.100000000000001
454510.16,6504880.86,0.189999999999998
454510.35,6504880.07,0.159999999999997
454510.55,6504879.24,0.119999999999997
454510.76,6504878.4,0.130000000000003
454510.95,6504877.61,0.0799999999999983
454511.35,6504875.99,0.0899999999999963
454511.54,6504875.23,0.130000000000003
454500.19,6504925.44,0.109999999999999
454500.38,6504924.64,0.229999999999997
454500.58,6504923.82,0.100000000000001
454500.78,6504923.01,0.159999999999997
454500.98,6504922.2,0.130000000000003
454501.17,6504921.42,0.219999999999999
454501.56,6504919.81,0.140000000000001
454502.15,6504917.43,0.130000000000003
454502.35,6504916.61,0.159999999999997
454502.54,6504915.81,0.100000000000001
454502.74,6504915.01,0.210000000000001
454503.13,6504913.41,0.0700000000000003
454503.33,6504912.58,0.159999999999997
454503.72,6504910.98,0.0499999999999972
454503.92,6504910.16,0.109999999999999
454504.92,6504906.07,0.0200000000000031
454505.11,6504905.31,0.0899999999999963
454505.5,6504903.69,0.130000000000003
454505.7,6504902.9,0.159999999999997
454506.1,6504901.26,0.119999999999997
454506.5,6504899.63,0.0499999999999972
454506.89,6504898.01,0.0700000000000003
454507.28,6504896.41,0.100000000000001
454507.48,6504895.59,0.0300000000000011
454507.67,6504894.82,0.0899999999999963
454507.87,6504894.01,0.119999999999997
454508.07,6504893.2,0.0499999999999972
454508.25,6504892.43,0.170000000000002
454508.46,6504891.61,0.259999999999998
454508.85,6504890.02,0.189999999999998
454509.05,6504889.19,0.339999999999996
454509.84,6504885.97,0.119999999999997
454510.23,6504884.34,0.109999999999999
454510.44,6504883.51,0.0899999999999963
454510.64,6504882.68,0.0899999999999963
454511.04,6504881.06,0.130000000000003
454511.23,6504880.26,0.0799999999999983
454511.42,6504879.48,0.0799999999999983
454511.63,6504878.65,0.0399999999999991
454512.02,6504877.02,0.0499999999999972
454512.21,6504876.24,0.140000000000001
454500.06,6504929.81,0.119999999999997
454500.26,6504928.98,0.229999999999997
454500.65,6504927.39,0.159999999999997
454500.86,6504926.54,0.200000000000003
454501.05,6504925.77,0.0899999999999963
454501.45,6504924.11,0.0700000000000003
454501.63,6504923.38,0.18
454501.83,6504922.54,0.0700000000000003
454502.03,6504921.76,0.140000000000001
454502.43,6504920.13,0.240000000000002
454502.61,6504919.37,0.240000000000002
454503.02,6504917.7,0.0399999999999991
454503.21,6504916.94,0.0499999999999972
454503.41,6504916.11,0.119999999999997
454503.6,6504915.32,0.170000000000002
454503.79,6504914.54,0.100000000000001
454504.0,6504913.69,0.109999999999999
454504.6,6504911.24,0.0700000000000003
454504.79,6504910.47,0.0700000000000003
454505.0,6504909.63,0.130000000000003
454505.38,6504908.06,0.119999999999997
454505.78,6504906.44,0.119999999999997
454506.37,6504904.01,0.130000000000003
454506.58,6504903.17,0.149999999999999
454506.97,6504901.55,0.0300000000000011
454507.17,6504900.74,0.0399999999999991
454507.36,6504899.97,0.00999999999999801
454507.56,6504899.15,0.0600000000000023
454507.75,6504898.35,0.109999999999999
454507.94,6504897.57,0.0799999999999983
454508.15,6504896.74,0.0700000000000003
454508.33,6504895.99,0.140000000000001
454508.54,6504895.14,0.140000000000001
454508.73,6504894.35,0.130000000000003
454509.13,6504892.73,0.189999999999998
454509.52,6504891.11,0.200000000000003
454509.73,6504890.28,0.149999999999999
454510.32,6504887.87,0.140000000000001
454510.51,6504887.08,0.0300000000000011
454510.72,6504886.21,0.0700000000000003
454510.91,6504885.44,0.0499999999999972
454511.31,6504883.81,0.100000000000001
454511.7,6504882.19,0.00999999999999801
454511.9,6504881.39,0.0899999999999963
454512.7,6504878.14,0.109999999999999
454513.29,6504875.7,0.109999999999999
454500.13,6504933.18,0.119999999999997
454500.52,6504931.58,0.109999999999999
454500.71,6504930.8,0.159999999999997
454500.91,6504929.97,0.109999999999999
454501.69,6504926.8,0.219999999999999
454501.89,6504925.98,0.130000000000003
454502.08,6504925.18,0.159999999999997
454502.67,6504922.78,0.100000000000001
454502.87,6504921.98,0.170000000000002
454503.26,6504920.36,0.18
454503.66,6504918.72,0.0300000000000011
454503.85,6504917.94,0.0899999999999963
454504.06,6504917.11,0.0399999999999991
454504.84,6504913.9,0.159999999999997
454505.04,6504913.1,0.109999999999999
454505.24,6504912.29,0.0700000000000003
454505.64,6504910.65,0.0799999999999983
454505.83,6504909.86,0.140000000000001
454506.03,6504909.03,0.0600000000000023
454506.23,6504908.23,0.130000000000003
454506.63,6504906.6,0.130000000000003
454506.82,6504905.82,0.219999999999999
454507.6,6504902.6,-0.0399999999999991
454507.8,6504901.79,-0.00999999999999801
454507.99,6504901.0,0.00999999999999801
454508.2,6504900.18,0.00999999999999801
454508.39,6504899.41,0.140000000000001
454508.59,6504898.59,0.0499999999999972
454508.78,6504897.78,0.0799999999999983
454508.98,6504896.98,0.149999999999999
454509.18,6504896.17,0.149999999999999
454509.38,6504895.37,0.200000000000003
454509.56,6504894.59,0.210000000000001
454509.97,6504892.93,0.219999999999999
454510.16,6504892.14,0.210000000000001
454510.37,6504891.29,0.170000000000002
454510.56,6504890.49,0.149999999999999
454510.77,6504889.67,0.0399999999999991
454511.16,6504888.08,0.0899999999999963
454511.55,6504886.46,0.0700000000000003
454511.75,6504885.65,0.140000000000001
454512.15,6504884.02,0.0799999999999983
454512.35,6504883.2,0.130000000000003
454512.74,6504881.59,0.130000000000003
454512.94,6504880.79,0.200000000000003
454513.14,6504879.98,0.0700000000000003
454513.34,6504879.15,0.100000000000001
454513.72,6504877.58,0.0899999999999963
454514.32,6504875.15,0.0600000000000023
454500.17,6504938.03,0.0399999999999991
454500.56,6504936.44,0.109999999999999
454500.76,6504935.62,0.159999999999997
